,cocktail_name,alcoholic,image_url,glass_type,recipe,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15
204,Coffee-Vodka,True,http://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,Collins Glass,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",Water,Sugar,Coffee,Vanilla,Vodka,Caramel coloring,,,,,,,,,,2 cups ,2 cups white ,1/2 cup instant ,1/2 ,1 1/2 cup ,"
","
","
","
","
","
",,,,
205,Coke and Drops,False,http://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,Cocktail glass,"Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",Coca-Cola,Lemon juice,,,,,,,,,,,,,,1 dl ,7 drops , , , , , ,,,,,,,,
206,Cosmopolitan,True,http://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,Absolut Citron,Lime juice,Cointreau,Cranberry juice,,,,,,,,,,,,1 1/4 oz ,1/4 oz ,1/4 oz ,1/4 cup , , , , , ,,,,,,
207,Cosmopolitan Martini,True,http://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,Cocktail Glass,"Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",Cointreau,Vodka,Lime,Cranberry juice,,,,,,,,,,,,1/2 oz ,1 oz ,Juice of 1/2 ,1 splash , , , , , ,,,,,,
208,Cranberry Cordial,True,http://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,Collins Glass,"Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks.",Cranberries,Sugar,Light rum,,,,,,,,,,,,,1/2 kg chopped ,3/4 L ,1/2 L , , , , , ,,,,,,,
209,Cranberry Punch,False,http://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,Punch Bowl,"Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",Cranberry juice,Sugar,Pineapple juice,Almond flavoring,Ginger ale,,,,,,,,,,,4 cups ,1 1/2 cup ,4 cups ,1 tblsp ,2 qt , , , , , ,,,,,
210,Cream Soda,True,http://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,Highball glass,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,Spiced rum,Ginger ale,,,,,,,,,,,,,,1 oz ,"
","
","
","
","
","
",,,,,,,,
211,Creme de Menthe,True,http://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg,Collins Glass,Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.,Sugar,Water,Grain alcohol,Peppermint extract,Food coloring,,,,,,,,,,,8 cups ,6 cups ,1 pint ,1 oz pure ,1 tblsp green , , , , , ,,,,,
212,Cuba Libra,True,http://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,Highball glass,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,Dark rum,Lime,Coca-Cola,Ice,,,,,,,,,,,,1-2 shot ,Squeeze ,Fill with ,"
","
","
","
","
","
",,,,,,
213,Cuba Libre,True,http://www.thecocktaildb.com/images/media/drink/uuxsrr1473201663.jpg,Highball glass,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,Light rum,Lime,Coca-Cola,,,,,,,,,,,,,2 oz ,Juice of 1/2 ,,,,,,,,,,,,,
214,Daiquiri,True,http://www.thecocktaildb.com/images/media/drink/usuuur1439906797.jpg,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Light rum,Lime,Powdered sugar,,,,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp , , , , , ,,,,,,,
215,Damned if you do,True,http://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,Shot glass,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,Whiskey,Hot Damn,,,,,,,,,,,,,,0.75 oz ,0.25 oz , , , , , ,,,,,,,,
216,Danbooka,True,http://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,Coffee Mug,pour it in and mix it.,Coffee,Everclear,,,,,,,,,,,,,,3 parts ,1 part , , , , , ,,,,,,,,
217,Dark Caipirinha,True,http://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,Highball glass,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",demerara Sugar,Lime,Cachaca,,,,,,,,,,,,,2 tsp ,1,2 1/2 oz,,,,,,,,,,,,
218,Dark and Stormy,True,http://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Highball glass,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,Dark Rum,Ginger Beer,,,,,,,,,,,,,,5 cl,10 cl,,,, , ,,,,,,,,
219,Darkwood Sling,True,http://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,Cocktail glass,"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",Cherry Heering,Soda water,Orange juice,Ice,,,,,,,,,,,,1 part ,1 part ,1 part ," cubes
","
","
","
","
","
",,,,,,
220,Derby,True,http://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,Cocktail glass,Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,gin,Peach Bitters,Mint,,,,,,,,,,,,,6 cl,2 dashes,2 Fresh leaves, , , , , ,,,,,,,
221,Diesel,True,http://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,Pint glass,Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,Lager,Cider,Blackcurrant cordial,,,,,,,,,,,,,1/2 pint ,1/2 pint ,1 dash , , , , , ,,,,,,,
222,Dirty Martini,True,http://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,Cocktail glass,"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",Vodka,Dry Vermouth,Olive Brine,Lemon,Olive,,,,,,,,,,,70ml/2fl oz,1 tbsp,2 tbsp,1 wedge,1,,,,,,,,,,
223,Dirty Nipple,True,http://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,Shot glass,This is a layered shot - the Bailey's must be on top,Kahlua,Sambuca,Bailey's irish cream,,,,,,,,,,,,,"
","
","
","
","
","
","
",,,,,,,,
224,Downshift,True,http://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,Hurricane glass,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",Fruit punch,Sprite,Tequila,151 proof rum,,,,,,,,,,,,2 part ,1 part ,2 shots ,Float Bacardi , , , , , ,,,,,,
225,Dragonfly,True,http://www.thecocktaildb.com/images/media/drink/lnvbip1504389100.jpg,Highball glass,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",Gin,Ginger ale,Lime,,,,,,,,,,,,,1 1/2 oz ,4 oz ,1 , , , , , ,,,,,,,
226,Drinking Chocolate,False,http://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg,Coffee mug,"Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.",Heavy cream,Milk,Cinnamon,Vanilla,Chocolate,Whipped cream,,,,,,,,,,2 oz ,6-8 oz ,1 stick ,1 ,2 oz finely chopped dark ,Fresh , , , , , ,,,,
227,Dry Rob Roy,True,http://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Dry Vermouth,Lemon peel,,,,,,,,,,,,,2 1/2 oz ,1 1/2 tsp ,1 twist of , , , , , ,,,,,,,
228,Dubonnet Cocktail,True,http://www.thecocktaildb.com/images/media/drink/xxsuwr1439457147.jpg,Cocktail glass,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Dubonnet Rouge,Gin,Bitters,Lemon peel,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,1 dash ,1 twist of , , , , , ,,,,,,
229,Duchamp's Punch,True,http://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,Old-fashioned glass,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",Pisco,Lime Juice,Pineapple Syrup,St. Germain,Angostura Bitters,Pepper,Lavender,,,,,,,,,5 cl,2.5 cl,2.5 cl,1.5 cl,2 Dashes,Pinch,2 sprigs,,,,,,,,
230,Egg Cream,False,http://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,Coffee mug,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",Chocolate syrup,Milk,Soda water,,,,,,,,,,,,,2 tblsp ,6 oz whole ,6 oz , , , , , ,,,,,,,
231,Egg Nog #4,False,http://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,Punch bowl,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",Egg yolk,Sugar,Milk,Light rum,Bourbon,Vanilla extract,Salt,Whipping cream,Egg white,Sugar,Nutmeg,,,,,6 ,1/4 cup ,2 cups ,1/2 cup ,1/2 cup ,1 tsp ,1/4 tsp ,1 cup ,6 ,1/4 cup ,Ground , , , , 
232,Egg Nog - Healthy,False,http://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,Collins Glass,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",Egg,Sugar,Condensed milk,Milk,Vanilla extract,Rum,Nutmeg,,,,,,,,,1/2 cup ,3 tblsp ,13 oz skimmed ,3/4 cup skimmed ,1 tsp ,1 tsp ,"
","
","
","
","
","
",,,
233,Egg-Nog - Classic Cooked,False,http://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,Pitcher,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",Egg,Sugar,Salt,Milk,Vanilla extract,,,,,,,,,,,6 ,1/4 cup ,1/4 tsp ,1 qt ,1 tsp , , , , , ,,,,,
234,English Highball,True,http://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,Highball glass,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,"
","
","
","
","
","
","
",,,,,
235,English Rose Cocktail,True,http://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,Cocktail glass,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1 , , , , , ,,,,
236,Espresso Martini,True,http://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,Cocktail glass,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",Vodka,Kahlua,Sugar syrup,,,,,,,,,,,,,5 cl,1 cl,1 dash,,,,,,,,,,,,
237,Fahrenheit 5000,True,http://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,Shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,Firewater,Absolut Peppar,Tabasco sauce,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1 dash , , , , , ,,,,,,,
238,Flaming Dr. Pepper,True,http://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,,,,,,,,,,1 oz ,1 oz ,1 oz Bacardi ,1 oz ,1 oz , , , , , ,,,,,
239,Flaming Lamborghini,True,http://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,Cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",Kahlua,Sambuca,Blue Curacao,Bailey's irish cream,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz , , , , , ,,,,,,
240,Flander's Flake-Out,True,http://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,Collins Glass,Bang 'em both in.,Sambuca,Sarsaparilla,,,,,,,,,,,,,,1/4 glass ,3/4 glass , , , , , ,,,,,,,,
241,Flying Dutchman,True,http://www.thecocktaildb.com/images/media/drink/akik8t1504519958.jpg,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",Gin,Triple sec,,,,,,,,,,,,,,2 oz ,1/2 oz , , , , , ,,,,,,,,
242,Flying Scotchman,True,http://www.thecocktaildb.com/images/media/drink/glgrix1504520040.jpg,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp , , , , , ,,,,,,
243,Foxy Lady,True,http://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Amaretto,Creme de Cacao,Light cream,,,,,,,,,,,,,1/2 oz ,1/2 oz ,2 oz , , , , , ,,,,,,,
244,Frappé,False,http://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,Highball Glass,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",Coffee,Milk,Sugar,,,,,,,,,,,,,1/2 cup black ,1/2 cup ,1-2 tsp , , , , , ,,,,,,,
245,Freddy Kruger,True,http://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Shot glass,make it an ample size shot!!,Jägermeister,Sambuca,Vodka,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz , , , , , ,,,,,,,
246,"French ""75""",True,http://www.thecocktaildb.com/images/media/drink/qpvxsx1439906903.jpg,Collins glass,"In a shaker half-filled with ice cubes, combine the gin, sugar, and lemon juice. Shake well. Pour into a collins glass. Top with the Champagne. Stir well and garnish with the orange slice and the cherry.",Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1 ,1 , , , , , ,,,,
247,French 75,True,http://www.thecocktaildb.com/images/media/drink/4qnyty1504368615.jpg,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1 ,1 , , , , , ,,,,
248,French Connection,True,http://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Cognac,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz , , , , , ,,,,,,,,
249,French Martini,True,http://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,Vodka,Raspberry Liqueur,pineapple juice,,,,,,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,,,,,
250,Frisco Sour,True,http://www.thecocktaildb.com/images/media/drink/y39l941504884150.jpg,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,,,,,,,,,,2 oz ,1/2 oz ,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice , , , , , ,,,,
251,Frozen Daiquiri,True,http://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,Champagne flute,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,,,,,,,,,,1 1/2 oz ,1 tblsp ,1 1/2 oz ,1 tsp ,1 ,1 cup crushed , , , , , ,,,,
252,Frozen Mint Daiquiri,True,http://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,Old-fashioned glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,Light rum,Lime juice,Mint,Sugar,,,,,,,,,,,,2 oz ,1 tblsp ,6 ,1 tsp , , , , , ,,,,,,
253,Frozen Pineapple Daiquiri,True,http://www.thecocktaildb.com/images/media/drink/j2mqsb1504736097.jpg,Champagne flute,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a champagne flute and serve.,Light rum,Pineapple,Lime juice,Sugar,,,,,,,,,,,,1 1/2 oz ,4 chunks ,1 tblsp ,1/2 tsp , , , , , ,,,,,,
254,Fruit Cooler,False,http://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,Highball Glass,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice,,,,,,,,,1 can frozen ,1 cup ,2 tblsp ,1 ,1 ,1 L ,"
","
","
","
","
","
",,,
255,Fruit Flip-Flop,False,http://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Yoghurt,Fruit juice,,,,,,,,,,,,,,1 cup ,1 cup , , , , , ,,,,,,,,
256,Fruit Shake,False,http://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,Highball Glass,Blend til smooth.,Yoghurt,Banana,Orange juice,Fruit,Ice,,,,,,,,,,,1 cup fruit ,1 ,4 oz frozen ,1/2 piece textural ,6 , , , , , ,,,,,
257,Fuzzy Asshole,True,http://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,Coffee,Peach schnapps,,,,,,,,,,,,,,1/2 ,1/2 , , , , , ,,,,,,,,
258,GG,False,http://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,Collins Glass,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,Galliano,Ginger ale,Ice,,,,,,,,,,,,,2 1/2 shots ,"
", , , , , ,,,,,,,,
259,Gagliardo,True,http://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",Peach Vodka,Lemon juice,Galliano,Sirup of roses,,,,,,,,,,,,5 parts ,3 parts ,1 part ,1 part , , , , , ,,,,,,
260,Gentleman's Club,True,http://www.thecocktaildb.com/images/media/drink/ezvy1c1504883335.jpg,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz , , , , , ,,,,,,
